Sample Name	Protocol REF	Date	Performer	Extract Name	Protocol REF	Date	Performer	Labeled Extract Name	Label	Protocol REF	Date	Performer	Scan Name	Raw Data File
studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#2_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.975278	amy	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#2_sample#1_kidneyextract-15	nucleic acid library preparation	2017-07-05 14:57:38.975286	xua	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#2_sample#1_kidneyextract-15labeled-extract-15	none	nucleic acid sequencing	2017-07-05 14:57:38.975310	louis	assay-name-15_library-0_run-0	sequence-data-15_library-0_run-0.fastq.gz
studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#3_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.967614	amy	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#3_sample#0_kidneyextract-16	nucleic acid library preparation	2017-07-05 14:57:38.967641	xua	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#3_sample#0_kidneyextract-16labeled-extract-16	none	nucleic acid sequencing	2017-07-05 14:57:38.967685	louis	assay-name-16_library-0_run-0	sequence-data-16_library-0_run-0.fastq.gz
studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#3_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942594	amy	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#3_sample#0_liverextract-8	nucleic acid library preparation	2017-07-05 14:57:38.942602	xua	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#3_sample#0_liverextract-8labeled-extract-8	none	nucleic acid sequencing	2017-07-05 14:57:38.942618	louis	assay-name-8_library-0_run-0	sequence-data-8_library-0_run-0.fastq.gz
studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#3_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942594	amy	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#3_sample#0_liverextract-8	nucleic acid library preparation	2017-07-05 14:57:38.942602	xua	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#3_sample#0_liverextract-8labeled-extract-8	none	nucleic acid sequencing	2017-07-05 14:57:38.942629	louis	assay-name-8_library-0_run-1	sequence-data-8_library-0_run-1.fastq.gz
studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#3_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.975342	amy	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#3_sample#1_kidneyextract-17	nucleic acid library preparation	2017-07-05 14:57:38.975356	xua	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#3_sample#1_kidneyextract-17labeled-extract-17	none	nucleic acid sequencing	2017-07-05 14:57:38.975382	louis	assay-name-17_library-0_run-0	sequence-data-17_library-0_run-0.fastq.gz
studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#4_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.967721	amy	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#4_sample#0_kidneyextract-18	nucleic acid library preparation	2017-07-05 14:57:38.967746	xua	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#4_sample#0_kidneyextract-18labeled-extract-18	none	nucleic acid sequencing	2017-07-05 14:57:38.967786	louis	assay-name-18_library-0_run-0	sequence-data-18_library-0_run-0.fastq.gz
studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#4_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942641	amy	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#4_sample#0_liverextract-9	nucleic acid library preparation	2017-07-05 14:57:38.942649	xua	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#4_sample#0_liverextract-9labeled-extract-9	none	nucleic acid sequencing	2017-07-05 14:57:38.942679	louis	assay-name-9_library-0_run-1	sequence-data-9_library-0_run-1.fastq.gz
studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#4_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942641	amy	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#4_sample#0_liverextract-9	nucleic acid library preparation	2017-07-05 14:57:38.942649	xua	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#4_sample#0_liverextract-9labeled-extract-9	none	nucleic acid sequencing	2017-07-05 14:57:38.942668	louis	assay-name-9_library-0_run-0	sequence-data-9_library-0_run-0.fastq.gz
studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#4_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.975409	amy	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#4_sample#1_kidneyextract-19	nucleic acid library preparation	2017-07-05 14:57:38.975421	xua	studygroup_17854f43-56d6-446b-8082-35c622254d86_subject#4_sample#1_kidneyextract-19labeled-extract-19	none	nucleic acid sequencing	2017-07-05 14:57:38.975441	louis	assay-name-19_library-0_run-0	sequence-data-19_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#0_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.970061	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#0_sample#0_kidneyextract-70	nucleic acid library preparation	2017-07-05 14:57:38.970079	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#0_sample#0_kidneyextract-70labeled-extract-70	none	nucleic acid sequencing	2017-07-05 14:57:38.970106	louis	assay-name-70_library-0_run-0	sequence-data-70_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#0_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945313	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#0_sample#0_liverextract-35	nucleic acid library preparation	2017-07-05 14:57:38.945329	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#0_sample#0_liverextract-35labeled-extract-35	none	nucleic acid sequencing	2017-07-05 14:57:38.945385	louis	assay-name-35_library-0_run-1	sequence-data-35_library-0_run-1.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#0_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945313	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#0_sample#0_liverextract-35	nucleic acid library preparation	2017-07-05 14:57:38.945329	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#0_sample#0_liverextract-35labeled-extract-35	none	nucleic acid sequencing	2017-07-05 14:57:38.945360	louis	assay-name-35_library-0_run-0	sequence-data-35_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#0_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.976761	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#0_sample#1_kidneyextract-71	nucleic acid library preparation	2017-07-05 14:57:38.976769	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#0_sample#1_kidneyextract-71labeled-extract-71	none	nucleic acid sequencing	2017-07-05 14:57:38.976818	louis	assay-name-71_library-0_run-0	sequence-data-71_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#1_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.970134	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#1_sample#0_kidneyextract-72	nucleic acid library preparation	2017-07-05 14:57:38.970149	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#1_sample#0_kidneyextract-72labeled-extract-72	none	nucleic acid sequencing	2017-07-05 14:57:38.970179	louis	assay-name-72_library-0_run-0	sequence-data-72_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#1_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945409	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#1_sample#0_liverextract-36	nucleic acid library preparation	2017-07-05 14:57:38.945423	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#1_sample#0_liverextract-36labeled-extract-36	none	nucleic acid sequencing	2017-07-05 14:57:38.945476	louis	assay-name-36_library-0_run-1	sequence-data-36_library-0_run-1.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#1_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945409	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#1_sample#0_liverextract-36	nucleic acid library preparation	2017-07-05 14:57:38.945423	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#1_sample#0_liverextract-36labeled-extract-36	none	nucleic acid sequencing	2017-07-05 14:57:38.945455	louis	assay-name-36_library-0_run-0	sequence-data-36_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#1_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.976833	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#1_sample#1_kidneyextract-73	nucleic acid library preparation	2017-07-05 14:57:38.976841	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#1_sample#1_kidneyextract-73labeled-extract-73	none	nucleic acid sequencing	2017-07-05 14:57:38.976859	louis	assay-name-73_library-0_run-0	sequence-data-73_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#2_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.970207	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#2_sample#0_kidneyextract-74	nucleic acid library preparation	2017-07-05 14:57:38.970221	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#2_sample#0_kidneyextract-74labeled-extract-74	none	nucleic acid sequencing	2017-07-05 14:57:38.970247	louis	assay-name-74_library-0_run-0	sequence-data-74_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#2_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945499	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#2_sample#0_liverextract-37	nucleic acid library preparation	2017-07-05 14:57:38.945516	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#2_sample#0_liverextract-37labeled-extract-37	none	nucleic acid sequencing	2017-07-05 14:57:38.945570	louis	assay-name-37_library-0_run-1	sequence-data-37_library-0_run-1.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#2_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945499	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#2_sample#0_liverextract-37	nucleic acid library preparation	2017-07-05 14:57:38.945516	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#2_sample#0_liverextract-37labeled-extract-37	none	nucleic acid sequencing	2017-07-05 14:57:38.945550	louis	assay-name-37_library-0_run-0	sequence-data-37_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#2_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.976873	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#2_sample#1_kidneyextract-75	nucleic acid library preparation	2017-07-05 14:57:38.976882	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#2_sample#1_kidneyextract-75labeled-extract-75	none	nucleic acid sequencing	2017-07-05 14:57:38.976900	louis	assay-name-75_library-0_run-0	sequence-data-75_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#3_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.970275	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#3_sample#0_kidneyextract-76	nucleic acid library preparation	2017-07-05 14:57:38.970290	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#3_sample#0_kidneyextract-76labeled-extract-76	none	nucleic acid sequencing	2017-07-05 14:57:38.970374	louis	assay-name-76_library-0_run-0	sequence-data-76_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#3_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945595	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#3_sample#0_liverextract-38	nucleic acid library preparation	2017-07-05 14:57:38.945607	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#3_sample#0_liverextract-38labeled-extract-38	none	nucleic acid sequencing	2017-07-05 14:57:38.945654	louis	assay-name-38_library-0_run-1	sequence-data-38_library-0_run-1.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#3_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945595	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#3_sample#0_liverextract-38	nucleic acid library preparation	2017-07-05 14:57:38.945607	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#3_sample#0_liverextract-38labeled-extract-38	none	nucleic acid sequencing	2017-07-05 14:57:38.945636	louis	assay-name-38_library-0_run-0	sequence-data-38_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#3_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.976914	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#3_sample#1_kidneyextract-77	nucleic acid library preparation	2017-07-05 14:57:38.976921	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#3_sample#1_kidneyextract-77labeled-extract-77	none	nucleic acid sequencing	2017-07-05 14:57:38.976938	louis	assay-name-77_library-0_run-0	sequence-data-77_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#4_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.970403	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#4_sample#0_kidneyextract-78	nucleic acid library preparation	2017-07-05 14:57:38.970417	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#4_sample#0_kidneyextract-78labeled-extract-78	none	nucleic acid sequencing	2017-07-05 14:57:38.970444	louis	assay-name-78_library-0_run-0	sequence-data-78_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#4_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945676	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#4_sample#0_liverextract-39	nucleic acid library preparation	2017-07-05 14:57:38.945690	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#4_sample#0_liverextract-39labeled-extract-39	none	nucleic acid sequencing	2017-07-05 14:57:38.945719	louis	assay-name-39_library-0_run-0	sequence-data-39_library-0_run-0.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#4_sample#0_liver	RNA extraction	2017-07-05 14:57:38.945676	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#4_sample#0_liverextract-39	nucleic acid library preparation	2017-07-05 14:57:38.945690	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#4_sample#0_liverextract-39labeled-extract-39	none	nucleic acid sequencing	2017-07-05 14:57:38.945738	louis	assay-name-39_library-0_run-1	sequence-data-39_library-0_run-1.fastq.gz
studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#4_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.976953	amy	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#4_sample#1_kidneyextract-79	nucleic acid library preparation	2017-07-05 14:57:38.976960	xua	studygroup_735d7ef5-7e01-458a-9174-b5a1a6750548_subject#4_sample#1_kidneyextract-79labeled-extract-79	none	nucleic acid sequencing	2017-07-05 14:57:38.976977	louis	assay-name-79_library-0_run-0	sequence-data-79_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#0_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.963647	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#0_sample#0_kidneyextract-0	nucleic acid library preparation	2017-07-05 14:57:38.963709	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#0_sample#0_kidneyextract-0labeled-extract-0	none	nucleic acid sequencing	2017-07-05 14:57:38.963808	louis	assay-name-0_library-0_run-0	sequence-data-0_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#0_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942106	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#0_sample#0_liverextract-0	nucleic acid library preparation	2017-07-05 14:57:38.942133	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#0_sample#0_liverextract-0labeled-extract-0	none	nucleic acid sequencing	2017-07-05 14:57:38.942156	louis	assay-name-0_library-0_run-0	sequence-data-0_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#0_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942106	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#0_sample#0_liverextract-0	nucleic acid library preparation	2017-07-05 14:57:38.942133	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#0_sample#0_liverextract-0labeled-extract-0	none	nucleic acid sequencing	2017-07-05 14:57:38.942173	louis	assay-name-0_library-0_run-1	sequence-data-0_library-0_run-1.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#0_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.974939	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#0_sample#1_kidneyextract-1	nucleic acid library preparation	2017-07-05 14:57:38.974954	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#0_sample#1_kidneyextract-1labeled-extract-1	none	nucleic acid sequencing	2017-07-05 14:57:38.974974	louis	assay-name-1_library-0_run-0	sequence-data-1_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#1_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.963887	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#1_sample#0_kidneyextract-2	nucleic acid library preparation	2017-07-05 14:57:38.963946	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#1_sample#0_kidneyextract-2labeled-extract-2	none	nucleic acid sequencing	2017-07-05 14:57:38.964042	louis	assay-name-2_library-0_run-0	sequence-data-2_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#1_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942188	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#1_sample#0_liverextract-1	nucleic acid library preparation	2017-07-05 14:57:38.942199	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#1_sample#0_liverextract-1labeled-extract-1	none	nucleic acid sequencing	2017-07-05 14:57:38.942231	louis	assay-name-1_library-0_run-1	sequence-data-1_library-0_run-1.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#1_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942188	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#1_sample#0_liverextract-1	nucleic acid library preparation	2017-07-05 14:57:38.942199	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#1_sample#0_liverextract-1labeled-extract-1	none	nucleic acid sequencing	2017-07-05 14:57:38.942216	louis	assay-name-1_library-0_run-0	sequence-data-1_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#1_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.974990	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#1_sample#1_kidneyextract-3	nucleic acid library preparation	2017-07-05 14:57:38.975004	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#1_sample#1_kidneyextract-3labeled-extract-3	none	nucleic acid sequencing	2017-07-05 14:57:38.975021	louis	assay-name-3_library-0_run-0	sequence-data-3_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#2_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.964109	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#2_sample#0_kidneyextract-4	nucleic acid library preparation	2017-07-05 14:57:38.964143	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#2_sample#0_kidneyextract-4labeled-extract-4	none	nucleic acid sequencing	2017-07-05 14:57:38.964231	louis	assay-name-4_library-0_run-0	sequence-data-4_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#2_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942248	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#2_sample#0_liverextract-2	nucleic acid library preparation	2017-07-05 14:57:38.942256	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#2_sample#0_liverextract-2labeled-extract-2	none	nucleic acid sequencing	2017-07-05 14:57:38.942285	louis	assay-name-2_library-0_run-1	sequence-data-2_library-0_run-1.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#2_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942248	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#2_sample#0_liverextract-2	nucleic acid library preparation	2017-07-05 14:57:38.942256	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#2_sample#0_liverextract-2labeled-extract-2	none	nucleic acid sequencing	2017-07-05 14:57:38.942273	louis	assay-name-2_library-0_run-0	sequence-data-2_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#2_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.975034	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#2_sample#1_kidneyextract-5	nucleic acid library preparation	2017-07-05 14:57:38.975042	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#2_sample#1_kidneyextract-5labeled-extract-5	none	nucleic acid sequencing	2017-07-05 14:57:38.975098	louis	assay-name-5_library-0_run-0	sequence-data-5_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#3_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.964310	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#3_sample#0_kidneyextract-6	nucleic acid library preparation	2017-07-05 14:57:38.964345	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#3_sample#0_kidneyextract-6labeled-extract-6	none	nucleic acid sequencing	2017-07-05 14:57:38.964421	louis	assay-name-6_library-0_run-0	sequence-data-6_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#3_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942297	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#3_sample#0_liverextract-3	nucleic acid library preparation	2017-07-05 14:57:38.942304	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#3_sample#0_liverextract-3labeled-extract-3	none	nucleic acid sequencing	2017-07-05 14:57:38.942322	louis	assay-name-3_library-0_run-0	sequence-data-3_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#3_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942297	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#3_sample#0_liverextract-3	nucleic acid library preparation	2017-07-05 14:57:38.942304	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#3_sample#0_liverextract-3labeled-extract-3	none	nucleic acid sequencing	2017-07-05 14:57:38.942334	louis	assay-name-3_library-0_run-1	sequence-data-3_library-0_run-1.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#3_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.975116	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#3_sample#1_kidneyextract-7	nucleic acid library preparation	2017-07-05 14:57:38.975126	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#3_sample#1_kidneyextract-7labeled-extract-7	none	nucleic acid sequencing	2017-07-05 14:57:38.975142	louis	assay-name-7_library-0_run-0	sequence-data-7_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#4_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.964476	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#4_sample#0_kidneyextract-8	nucleic acid library preparation	2017-07-05 14:57:38.964493	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#4_sample#0_kidneyextract-8labeled-extract-8	none	nucleic acid sequencing	2017-07-05 14:57:38.964532	louis	assay-name-8_library-0_run-0	sequence-data-8_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#4_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942348	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#4_sample#0_liverextract-4	nucleic acid library preparation	2017-07-05 14:57:38.942356	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#4_sample#0_liverextract-4labeled-extract-4	none	nucleic acid sequencing	2017-07-05 14:57:38.942429	louis	assay-name-4_library-0_run-1	sequence-data-4_library-0_run-1.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#4_sample#0_liver	RNA extraction	2017-07-05 14:57:38.942348	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#4_sample#0_liverextract-4	nucleic acid library preparation	2017-07-05 14:57:38.942356	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#4_sample#0_liverextract-4labeled-extract-4	none	nucleic acid sequencing	2017-07-05 14:57:38.942416	louis	assay-name-4_library-0_run-0	sequence-data-4_library-0_run-0.fastq.gz
studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#4_sample#1_kidney	RNA extraction	2017-07-05 14:57:38.975156	amy	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#4_sample#1_kidneyextract-9	nucleic acid library preparation	2017-07-05 14:57:38.975163	xua	studygroup_742de182-6f3d-40df-b0eb-175fe7881624_subject#4_sample#1_kidneyextract-9labeled-extract-9	none	nucleic acid sequencing	2017-07-05 14:57:38.975181	louis	assay-name-9_library-0_run-0	sequence-data-9_library-0_run-0.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#0_sample#0_kidney	RNA extraction	2017-07-05 14:57:38.969665	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#0_sample#0_kidneyextract-60	nucleic acid library preparation	2017-07-05 14:57:38.969683	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#0_sample#0_kidneyextract-60labeled-extract-60	none	nucleic acid sequencing	2017-07-05 14:57:38.969715	louis	assay-name-60_library-0_run-0	sequence-data-60_library-0_run-0.fastq.gz
studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#0_sample#0_liver	RNA extraction	2017-07-05 14:57:38.944755	amy	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#0_sample#0_liverextract-30	nucleic acid library preparation	2017-07-05 14:57:38.944770	xua	studygroup_8acae2b6-152e-47bd-b459-4703ac034fe1_subject#0_sample#0_liverextract-30labeled-extract-30	none	nucleic acid sequencing	2017-07-05 14:57:38.944804	louis	assay-name-30_library-0_run-0	sequence-data-30_library-0_run-0.fastq.gz
